,id,class,label,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
187,187,Happy,3,happy (191).mp3,123.046875,149623,1257.336134,0.3005774,0.30006477,0.09003887,0.3751196,0.2841479,0.08074002,0.23573989,0.16661343,0.027760033,4.831547,40.002884,1600.2308,-13.70549,38.53496,1484.9432,0.006814733,3.5955975,12.928322,0.13826014,0.0629288,0.003960034,2468.244189,918.8564286,844297.1364,2324.688872,553.0119473,305822.2139,24.75767355,12.16146721,147.9012847,5114.898238,1769.104509,3129730.765,1.70267336,2.148058268,4.614154324,-0.041973269,0.16227747,0.026333977,0.111397097,0.072477987,0.005253059,-8.41E-07,0.11654018,0.013581613,2.55E-06,0.070500776,0.00497036,2.081668934,1.176504372,1.384162537
188,188,Happy,3,happy (192).mp3,103.359375,132541,1274.432692,0.36188254,0.29367772,0.086246595,0.4554963,0.26764286,0.07163269,0.2602085,0.124999486,0.015624872,5.244828,31.00699,961.4334,-11.11008,28.160013,792.9863,0.004017589,2.8714695,8.245337,0.15494347,0.060702953,0.003684849,2751.190739,731.7895761,535515.9836,2395.158458,373.5657521,139551.3712,24.08154343,13.01924442,169.5007253,5396.425702,1401.617045,1964530.342,2.342367386,2.786375445,7.763888119,0.018839257,0.118534556,0.014050441,0.155729595,0.066246374,0.004388582,1.23E-07,0.111409485,0.012412074,4.62E-06,0.08581655,0.007364479,2.607600907,1.725277007,2.97658075
189,189,Happy,3,happy (193).mp3,99.38401442,116699,1296.655556,0.33132002,0.30408284,0.09246637,0.4758534,0.2809119,0.0789115,0.2535926,0.13792801,0.019024134,12.417507,104.9165,11007.472,-3.0745986,43.379505,1881.7814,0.012116215,3.195975,10.214256,0.2049065,0.1226079,0.015032698,2372.388446,1017.530754,1035368.836,2427.496324,750.4317324,563147.785,23.06576238,10.76141745,115.8081056,5099.748329,2320.643531,5385386.4,2.407484307,3.283955053,10.78436079,0.004165593,0.119826441,0.014358376,0.101735024,0.064989611,0.00422365,0.000183796,0.16111445,0.02595787,0.000219075,0.12955363,0.016784143,5.164117914,1.74570825,3.047497293
190,190,Happy,3,happy (194).mp3,184.5703125,236929,1280.697297,0.39061353,0.30668563,0.09405607,0.55210406,0.24094954,0.058056682,0.2691203,0.10443945,0.0109076,16.100132,129.18626,16689.09,1.0692883,40.229458,1618.4094,0.006636115,2.9036565,8.431221,0.22320764,0.15277587,0.023340467,2425.329585,828.9732196,687196.5989,2595.105118,535.5484313,286812.1223,21.68300878,11.7469526,137.9908955,5384.988271,1891.014598,3575936.208,2.709834318,3.963803067,15.71173475,-0.01872436,0.068545477,0.004698482,0.097002248,0.05186659,0.002690143,-5.38E-06,0.17360447,0.030138511,-9.16E-05,0.14907058,0.022222036,6.171863946,5.547225297,30.77170849
191,191,Happy,3,happy (195).mp3,83.35433468,102579,1250.963415,0.35005766,0.29285064,0.085761495,0.45731777,0.2773084,0.07689995,0.24865378,0.14664458,0.021504633,4.462139,31.195148,973.13727,-3.3991559,40.41414,1633.3027,0.01526568,2.082887,4.3384175,0.12644821,0.06219405,0.0038681,1930.58238,544.6557691,296649.9068,2185.388886,483.7909783,234053.7107,23.22026814,11.27116857,127.0392409,3837.497629,1550.127611,2402895.609,1.609054899,1.855859264,3.444213606,-0.017390735,0.123064719,0.015144925,0.090167444,0.038634001,0.001492586,7.29E-06,0.11432108,0.01306931,-2.65E-05,0.05280169,0.002788019,19.49779592,7.87757315,62.05615874
192,192,Happy,3,happy (196).mp3,123.046875,151995,1266.625,0.31376734,0.30223578,0.09134647,0.4476252,0.278856,0.07776068,0.2500154,0.14431085,0.02082562,5.934757,70.73005,5002.7397,-5.7557683,40.892635,1672.2078,0.010919459,3.5117931,12.33269,0.13911648,0.08361881,0.006992106,2485.180847,1036.825237,1075006.573,2573.735219,631.7830727,399149.8509,22.98256123,11.01999589,121.4403094,5478.121041,2070.470037,4286846.174,1.442291992,1.870990288,3.500604656,-0.028910224,0.125457406,0.015739561,0.094794022,0.075572841,0.005711254,-3.18E-07,0.11523913,0.013280057,-2.66E-05,0.08997289,0.008095121,2.267428571,1.405608692,1.975735794
193,193,Happy,3,happy (197).mp3,129.1992188,161971,1275.362205,0.34068573,0.30303136,0.091827996,0.53375906,0.26239648,0.06885191,0.25907138,0.12733951,0.01621535,12.132628,100.18291,10036.614,1.1456643,29.409945,864.9448,0.01189205,2.4611301,6.057162,0.21483406,0.09106924,0.008293606,2432.485708,791.5000264,626472.2917,2619.719095,434.4962442,188786.9863,22.71498921,11.06809534,122.5027343,5389.304912,1767.953061,3125658.026,2.566408956,3.005079342,9.030501852,0.008831212,0.094757908,0.008979061,0.101644888,0.061624331,0.003797558,-1.45E-06,0.16108873,0.025949579,7.47E-05,0.11660348,0.013596371,3.135854875,2.00851232,4.034121738
194,194,Happy,3,happy (198).mp3,184.5703125,239397,1329.983333,0.32789364,0.30794573,0.09483058,0.47367316,0.2690185,0.072370954,0.25495884,0.13538583,0.01832932,7.5028987,61.86418,3827.1768,-3.0884128,41.942913,1759.2079,0.010266458,3.0333896,9.201452,0.15758486,0.098951094,0.009791319,2559.659221,1147.605512,1316998.412,2635.215621,573.5496676,328959.2212,23.61849041,10.69876872,114.463652,5555.803905,2244.595864,5038210.594,1.81323468,2.647159972,7.007455918,0.03083053,0.108765049,0.011829836,0.108206262,0.084864805,0.007202035,-1.69E-06,0.11646802,0.013564799,-0.000178338,0.11322156,0.012819122,3.965968254,1.312710107,1.723207825
195,195,Happy,3,happy (199).mp3,129.1992188,164782,1287.359375,0.33711696,0.29758337,0.088555865,0.4766672,0.26098135,0.06811126,0.25665966,0.13213307,0.017459149,9.600036,74.78718,5593.122,-1.5711257,28.959625,838.6599,0.006758707,2.3561184,5.551294,0.18749738,0.102834105,0.010574854,2634.508133,806.7646079,650869.1325,2527.787208,361.8081031,130905.1035,22.4562697,11.72977373,137.5875918,5510.175014,1390.827281,1934400.525,2.509063338,3.198753129,10.23202158,0.002034259,0.109950398,0.01208909,0.129987498,0.073477376,0.005398925,-9.06E-08,0.1543673,0.023829263,1.09E-05,0.09655929,0.009323697,3.19506576,1.690332958,2.857225508
196,196,Happy,3,happy (2).mp3,143.5546875,177358,1257.858156,0.2910735,0.294436,0.08669256,0.38883936,0.28930137,0.08369528,0.2247315,0.18118797,0.03282908,0.51732373,11.935824,142.46391,-18.47333,60.81591,3698.575,0.013197179,2.1413426,4.5853486,0.04071995,0.028725913,0.000825178,1974.899938,695.0472632,483090.6981,1767.239504,541.361026,293071.7605,23.90891136,11.5183845,132.6731815,3583.065834,1589.58876,2526792.425,0.534876968,0.768683521,0.590874356,-0.028831928,0.172225533,0.029661634,0.109503873,0.041334764,0.001708563,-1.28E-05,0.041513573,0.001723377,-2.97E-05,0.017383788,0.000302196,7.118077098,4.732529103,22.39683171
197,197,Happy,3,happy (20).mp3,143.5546875,168009,1244.511111,0.42172298,0.2915767,0.08501698,0.60685235,0.22778402,0.05188556,0.2755219,0.08614527,0.007421007,6.4096384,47.845043,2289.1482,2.3992257,26.535261,704.12006,0.016246157,2.8797677,8.293062,0.16436857,0.059842877,0.00358117,3104.426946,661.6006189,437715.3789,2922.812638,269.9044324,72848.40265,22.3777295,12.13319276,147.2143665,6775.684028,923.9803066,853739.607,2.093619766,2.410966111,5.812757588,9.74E-05,0.059404675,0.003528915,0.141130855,0.066840508,0.004467654,-6.49E-07,0.11172555,0.012482598,-1.29E-05,0.09251423,0.008558883,2.194285714,1.23728809,1.530881817
198,198,Happy,3,happy (200).mp3,129.1992188,164970,1288.828125,0.39075357,0.29550368,0.08732243,0.46912527,0.25796956,0.066548295,0.25422844,0.13675244,0.01870123,7.851477,96.42882,9298.517,-1.211839,34.7729,1209.1544,0.011650049,2.1907516,4.7993927,0.17087118,0.095106535,0.009045254,2255.488856,673.7514831,453941.0609,2193.973903,574.1847306,329688.1049,22.65876164,11.218073,125.8451618,4409.706668,1646.040694,2709449.966,2.239129203,2.669875271,7.128233965,-0.003929618,0.109428297,0.011974552,0.118160472,0.050095082,0.002509517,0.000450039,0.15545462,0.024166139,0.000847438,0.074469,0.005545632,5.26860771,1.662991365,2.76554028
199,199,Happy,3,happy (201).mp3,172.265625,209903,1256.904192,0.4085599,0.3021531,0.0912965,0.5046256,0.26965243,0.07271243,0.24968372,0.14488399,0.02099137,2.7804368,25.794716,665.3674,1.8409325,51.294216,2631.0967,0.013085284,2.4648273,6.075373,0.10212613,0.040808562,0.001665339,1672.006135,616.0378006,379502.5717,2135.483329,559.3577536,312881.0965,23.55457683,11.90492736,141.7272955,3615.548971,1697.720181,2882253.813,1.079226135,1.201753435,1.444211318,0.023844117,0.094705403,0.008969113,0.06274055,0.034838211,0.001213701,-6.14E-07,0.085101224,0.007242219,-1.67E-06,0.039299045,0.001544415,4.055365079,2.418503745,5.849160366
200,200,Happy,3,happy (202).mp3,99.38401442,125272,1291.463918,0.32146177,0.31168556,0.09714789,0.4616743,0.28187823,0.079455346,0.25648394,0.13247389,0.017549332,15.853762,105.98721,11233.289,-2.0445037,41.111,1690.1144,0.009031299,3.7950974,14.402763,0.2499725,0.10051272,0.010102808,2320.040759,947.2704818,897321.3656,2455.68098,657.4404268,432227.9148,24.48181159,12.01973226,144.4739636,4975.640746,2172.984518,4721861.716,2.648110458,3.375065858,11.39106955,0.019710791,0.119437334,0.014265277,0.100947046,0.062509404,0.003907426,6.16E-06,0.19429952,0.0377523,3.86E-05,0.13797317,0.019036597,3.436553288,1.667897602,2.78188241
201,201,Happy,3,happy (203).mp3,123.046875,153971,1272.487603,0.4289461,0.3048522,0.092934854,0.5325565,0.26712996,0.07135841,0.26856017,0.10587152,0.011208778,7.824694,61.70153,3807.0789,-1.7490144,37.180588,1382.396,0.011229871,2.994349,8.966126,0.15826847,0.10610717,0.011258732,2639.549537,840.8305317,706995.983,2477.167947,485.3793978,235593.1598,22.09481372,11.09493543,123.0975923,5226.660062,1696.523817,2878193.063,1.968213864,2.722044391,7.409525668,0.018519542,0.079646427,0.006343553,0.129345968,0.073272846,0.00536891,5.44E-06,0.1343167,0.018040974,8.92E-05,0.09772545,0.009550264,17.32208617,8.010813684,64.17313588
202,202,Happy,3,happy (204).mp3,135.9991776,169041,1270.984962,0.31580827,0.30203968,0.09122796,0.38890126,0.2859913,0.08179103,0.24106747,0.15880746,0.025219807,4.934001,33.989044,1155.255,-11.1886835,39.717712,1577.4966,0.006573717,2.9519846,8.714213,0.14065802,0.066862226,0.004470557,2371.353963,850.0396118,722567.3416,2146.773299,590.4266775,348603.6615,25.2158602,12.41346973,154.0942306,4552.764137,1814.41074,3292086.333,1.859835405,2.52506161,6.375936134,-0.009171559,0.157144566,0.024694415,0.128060072,0.065783213,0.004327431,-4.98E-07,0.10695098,0.011438513,1.05E-05,0.08523665,0.007265288,3.270530612,1.945484077,3.784908293
203,203,Happy,3,happy (205).mp3,129.1992188,163977,1291.15748,0.3320529,0.30763522,0.09463942,0.4361372,0.28009227,0.07845168,0.2544397,0.13635893,0.018593758,2.5657725,21.508905,462.633,-10.564169,46.364296,2149.648,-0.001842429,3.4930751,12.201573,0.10096816,0.060470313,0.003656659,3144.080144,1147.602765,1316992.107,2725.507107,444.4224144,197511.2824,24.66005981,12.71498138,161.6707516,6468.210888,1890.979076,3575801.864,1.188604403,1.648771765,2.718448333,0.022006778,0.126529018,0.016009592,0.16751297,0.112815575,0.012727354,-1.13E-07,0.07925953,0.006282073,4.76E-07,0.066114366,0.004371109,2.540263039,1.642315728,2.697200952
204,204,Happy,3,happy (206).mp3,129.1992188,162096,1276.346457,0.3363277,0.30036435,0.090218745,0.37723842,0.2716858,0.073813185,0.2296456,0.1749178,0.030596236,4.843216,33.340736,1111.6046,-0.08279215,27.267479,743.5154,0.005344457,1.9242747,3.7028332,0.14853874,0.04592313,0.002108934,3097.279402,915.8423171,838767.1497,2714.041104,569.8001115,324672.1671,22.20966868,11.17931328,124.9770454,6353.157417,1870.397202,3498385.694,2.009607565,2.17687434,4.738781894,0.00033862,0.132279953,0.017497986,0.167788479,0.079002962,0.006241468,-7.53E-06,0.11583773,0.013418379,2.86E-06,0.067193456,0.00451496,2.685387755,1.52973997,2.340104376
205,205,Happy,3,happy (207).mp3,129.1992188,159239,1263.801587,0.32635683,0.2950454,0.087051794,0.41091606,0.28716746,0.08246514,0.23460321,0.16821022,0.028294677,7.8859515,62.784805,3941.932,-2.981406,36.563156,1336.8644,0.012453649,2.4850142,6.175296,0.17794837,0.07992125,0.006387407,2307.051817,899.1379486,808449.0506,2248.178778,551.7588422,304437.82,24.46688483,10.71325259,114.7737811,4628.588678,1750.059753,3062709.138,2.227555673,2.714510789,7.368568823,-0.043787842,0.139767912,0.019535069,0.114276898,0.076050979,0.005783751,4.37E-06,0.14540054,0.021141317,-2.42E-05,0.093857646,0.008809258,3.080126984,1.782337991,3.176728714
206,206,Happy,3,happy (208).mp3,103.359375,130913,1349.618557,0.3715341,0.30578715,0.09350577,0.5197684,0.26454893,0.06998614,0.26185134,0.12152043,0.014767216,9.94564,79.21888,6275.6313,0.5161414,37.06642,1373.9197,0.014364212,2.8311393,8.01535,0.20353703,0.089298405,0.007974205,2753.458472,1047.354812,1096952.102,2435.457535,779.3297923,607354.9252,21.61314596,11.46133622,131.362228,5602.907787,2114.311276,4470312.172,2.836149923,3.387431483,11.47469205,-0.014690299,0.090964619,0.008274562,0.150629097,0.079043158,0.006247821,-1.37E-06,0.14986031,0.022458112,-1.68E-05,0.108135514,0.01169329,6.510875283,1.513584867,2.290939149
207,207,Happy,3,happy (209).mp3,161.4990234,198729,1257.778481,0.39680567,0.2900766,0.08414444,0.5028353,0.2447535,0.059904274,0.26782912,0.10770742,0.011600888,7.1978936,56.09551,3146.706,4.143692,25.649647,657.90436,0.011373849,1.8719257,3.504106,0.17273852,0.06932141,0.004805458,2870.412724,578.9943829,335234.4954,2713.458774,266.1687148,70845.78472,22.42268625,12.64056126,159.7837889,6110.950548,1003.686766,1007387.124,2.347643313,2.761444926,7.625578079,0.019485307,0.087912481,0.007728604,0.148441657,0.057049376,0.003254631,-8.92E-05,0.12531585,0.01570406,5.85E-05,0.09495108,0.009015707,3.398240363,1.941683583,3.770135137
208,208,Happy,3,happy (21).mp3,135.9991776,175132,1278.335766,0.5723599,0.27505305,0.07565418,0.6944085,0.1851083,0.034265082,0.27910393,0.07371779,0.005434312,16.226013,130.83197,17117.004,5.087457,62.12176,3859.1133,0.00125821,3.63581,13.219114,0.24708104,0.10112582,0.010226431,1156.62699,1027.9647,1056711.425,1632.096808,977.2892578,955094.2935,19.18012322,11.10597062,123.3425834,2550.947075,2578.277038,6647512.483,2.142351209,2.729192693,7.448492755,-0.009999393,0.034263884,0.001174014,0.030346188,0.031777488,0.001009809,0.000262613,0.15163974,0.022994611,-9.41E-05,0.16803318,0.028235149,1.553414966,0.778055604,0.605370523
209,209,Happy,3,happy (210).mp3,135.9991776,170903,1284.984962,0.34776345,0.30462307,0.092795216,0.39246595,0.26719117,0.07139113,0.24399741,0.15426794,0.023798598,9.280887,70.41449,4958.2007,0.8445297,42.038906,1767.2698,0.012795931,2.6962388,7.269703,0.17486365,0.101158656,0.010233074,2050.679889,808.8006805,654158.5408,2398.55138,521.2763653,271729.049,22.89858344,11.23916647,126.3188629,4581.968127,1759.028305,3094180.578,1.93671384,2.611098706,6.817836454,-0.021972315,0.1331056,0.017717101,0.077670354,0.056505194,0.003192837,5.76E-06,0.1593583,0.025395066,6.05E-05,0.081828035,0.006695828,2.481052154,0.969868209,0.940644343
210,210,Happy,3,happy (211).mp3,123.046875,154017,1272.867769,0.36658293,0.30804947,0.09489447,0.4790233,0.25717828,0.06614067,0.25948215,0.12650037,0.016002344,16.909307,147.2577,21684.832,-0.2790634,29.968086,898.08624,0.013213777,3.3841667,11.452584,0.251684,0.12340985,0.015229993,2902.114341,999.0248205,998050.5919,2764.353526,485.3502232,235564.8391,21.21353789,11.03310308,121.7293635,6195.962534,1822.505953,3321527.951,3.108511108,3.980520762,15.84454554,0.007725932,0.084460779,0.007133623,0.131663981,0.086138914,0.007419913,-2.51E-05,0.16210388,0.026277665,-0.000199008,0.17190519,0.029551392,3.117278912,1.44457,2.086782484
211,211,Happy,3,happy (212).mp3,99.38401442,127847,1374.698925,0.3359797,0.31195712,0.09731724,0.4006842,0.2869532,0.08234215,0.24243163,0.15671708,0.024560243,8.275489,65.25192,4257.8135,-4.431001,44.34273,1966.2777,0.01054637,3.1144037,9.699511,0.16541766,0.0990002,0.00980104,2336.265207,1108.13964,1227973.462,2529.405611,574.8023722,330397.7671,24.23290843,11.09450728,123.0880918,5058.786077,2242.42488,5028469.345,1.805624198,2.548711245,6.49592901,0.009014975,0.144766654,0.020957384,0.094125659,0.078797204,0.006208999,6.41E-06,0.14754938,0.021770816,-3.45E-06,0.08477203,0.007186297,4.940045351,0.928417155,0.861958414
212,212,Happy,3,happy (213).mp3,143.5546875,179135,1288.741007,0.35138395,0.30525076,0.09317803,0.49363092,0.2864181,0.082035325,0.24802928,0.14769842,0.021814823,19.49359,152.30655,23197.287,4.9739943,27.118433,735.4094,0.011457264,2.5219681,6.360323,0.27366108,0.11009607,0.012121145,2528.736945,701.0299143,491442.9408,2660.982892,431.0471551,185801.6499,23.39564078,11.25963184,126.7793093,5651.794991,1548.352709,2397396.111,3.157286324,3.685015399,13.57933849,-0.028645825,0.125461151,0.0157405,0.10255229,0.054197847,0.002937407,-7.18E-06,0.20837261,0.043419145,5.92E-06,0.14715232,0.021653803,3.063873016,1.282941369,1.645938556
213,213,Happy,3,happy (214).mp3,66.25600962,84004,1272.787879,0.3323525,0.2941517,0.086525224,0.5255527,0.23452602,0.055002455,0.2702601,0.10145356,0.010292824,10.504845,58.71015,3446.882,2.4526932,27.768421,771.08527,0.009883078,2.5498025,6.5014935,0.20731156,0.07452164,0.005553474,2533.762194,712.9761114,508334.9354,2617.711119,369.5697318,136581.7867,23.42668109,11.0087662,121.1929332,5496.400097,1460.095026,2131877.485,2.517466417,2.895379779,8.383224067,0.015441506,0.078185197,0.006112925,0.102067221,0.044630297,0.001991863,3.98E-06,0.17076752,0.029161545,1.65E-05,0.087283134,0.007618346,5.648253968,2.019053167,4.076575692
214,214,Happy,3,happy (215).mp3,135.9991776,159167,1233.852713,0.26520577,0.29556242,0.08735715,0.41823348,0.27986336,0.0783235,0.24877799,0.14643376,0.021442844,6.49092,45.75794,2093.7888,-2.876867,34.818462,1212.3254,0.014038968,2.5129316,6.3148246,0.15696482,0.07960517,0.006336983,2949.697239,911.2298376,830339.8169,2880.414736,470.6879414,221547.1382,23.36198601,11.05717091,122.2610286,6540.897948,1879.82856,3533755.417,1.808506299,2.31511847,5.35977353,0.022002963,0.131111009,0.017190097,0.130226537,0.069446723,0.004822847,6.06E-06,0.12632038,0.015956836,-9.03E-06,0.08212462,0.006744454,1.784453515,0.847393945,0.718076497
215,215,Happy,3,happy (216).mp3,135.9991776,172584,1278.4,0.37038895,0.3038171,0.09230483,0.4172335,0.28265294,0.079892695,0.23837104,0.16282685,0.026512582,10.951947,72.17945,5209.8735,2.8737946,33.910534,1149.9244,-0.001046277,2.7013497,7.297291,0.21006538,0.083609454,0.006990541,2401.881635,956.6194531,915120.778,2444.068495,560.2790406,313912.6034,22.80417906,11.5032297,132.3242935,5089.315059,1875.397163,3517114.518,2.643982782,3.153565802,9.944977266,-0.006123776,0.135536163,0.018370051,0.105830615,0.063299695,0.004006851,1.76E-06,0.1687736,0.028484529,6.78E-05,0.09859335,0.009720649,12.7500771,3.433570269,11.78940479
216,216,Happy,3,happy (217).mp3,143.5546875,178325,1282.913669,0.29656363,0.3012947,0.09077851,0.46488386,0.27146396,0.07369269,0.25443092,0.13637538,0.018598245,12.481287,88.77941,7881.784,-0.8485378,41.212757,1698.4913,0.010116297,3.5692523,12.739562,0.213667,0.09373336,0.008785944,1834.372921,798.7163159,637947.7533,2176.046376,520.6274976,271052.9913,24.28212443,11.37743385,129.446001,3728.219123,1822.116503,3320108.551,2.370448097,2.990290627,8.941838032,0.028976923,0.111882878,0.012517778,0.079979297,0.058198928,0.003387115,1.53E-05,0.14973444,0.0224204,0.000893758,0.12717424,0.016173286,2.630820862,1.264690556,1.599442202
217,217,Happy,3,happy (218).mp3,99.38401442,125437,1279.969388,0.3483485,0.3065344,0.09396334,0.5049679,0.27745718,0.07698248,0.25257355,0.13978536,0.019539949,15.140144,137.7575,18977.13,2.954086,32.413017,1050.6036,0.010715869,3.164686,10.015238,0.23616903,0.11525168,0.01328295,2697.15374,891.2904958,794398.7479,2609.313351,488.322311,238458.6794,23.21764882,11.07914668,122.7474912,5714.048781,1718.448234,2953064.333,2.585014228,3.225759889,10.40552686,0.011225033,0.11789946,0.013900283,0.109387472,0.066219492,0.004385021,-2.94E-06,0.19934243,0.039737403,-0.000182677,0.11080416,0.012277562,3.544526077,1.990050022,3.960299089
218,218,Happy,3,happy (219).mp3,112.3471467,123103,1733.84507,0.39405292,0.30041012,0.090246245,0.51084507,0.24655782,0.060790755,0.25866735,0.12815824,0.016424537,16.936506,129.42776,16751.545,1.4660612,36.78333,1353.0134,0.008744579,2.417022,5.8419957,0.24479501,0.124430634,0.015482983,2267.30732,862.5395349,743974.4493,2402.238949,634.4999848,402590.2307,22.43267033,11.50340952,132.3284306,4955.790866,1927.951393,3716996.574,2.868769406,3.562853344,12.69392395,0.014661103,0.07419079,0.005504273,0.088105098,0.057405707,0.003295415,-2.05E-05,0.20582546,0.042364124,-0.000114949,0.12403723,0.015385235,13.67539229,4.103508505,16.83878205
219,219,Happy,3,happy (22).mp3,129.1992188,144200,1373.333333,0.37035432,0.32282147,0.10421371,0.51683813,0.25096884,0.06298536,0.2547196,0.12021772,0.0144523,13.46049,132.23167,17485.217,0.76337934,46.883465,2198.0593,0.012010467,3.009148,9.054971,0.2177437,0.11823069,0.013978496,2400.279338,1192.665824,1422451.767,2396.235615,1035.307084,1071860.759,20.0725464,11.36064019,129.0641455,5302.234605,2545.23664,6478229.552,2.488849116,3.225672433,10.40496265,0.010237758,0.048938241,0.002394951,0.093631331,0.069661243,0.004852689,1.12E-05,0.16360232,0.026765719,-8.45E-05,0.12592906,0.015858129,12.19395918,1.907364516,3.638039395
220,220,Happy,3,happy (220).mp3,143.5546875,177914,1270.814286,0.35147333,0.31525317,0.09938457,0.42595473,0.2989628,0.08937875,0.23789217,0.1635257,0.026740657,7.0982985,41.87746,1753.7218,-5.493984,48.748203,2376.3875,0.012257044,2.304527,5.3108444,0.15072589,0.098774776,0.009756457,2118.757632,833.606465,694899.7385,2257.790754,581.2736551,337879.0621,23.54750731,12.56331225,157.8368146,4442.743969,1956.360901,3827347.975,1.872192101,2.672250916,7.140924957,-0.015333556,0.16144385,0.026064117,0.100113907,0.059503825,0.003540705,-1.11E-05,0.14710324,0.021639362,-1.41E-06,0.06466221,0.004181202,3.1230839,2.011892163,4.047710076
221,221,Happy,3,happy (221).mp3,135.9991776,165802,1265.664122,0.37492356,0.29012766,0.08417406,0.53508675,0.2557139,0.0653896,0.2623459,0.12044901,0.014507963,12.770373,85.85489,7371.062,2.4101562,24.020195,576.9697,0.011791409,2.6285424,6.9092355,0.22126742,0.10610051,0.011257317,2931.079049,708.8120553,502414.5298,2837.813998,343.0680311,117695.674,21.02705585,10.63777228,113.162199,6443.256872,1345.742979,1811024.166,3.069668222,3.744034659,14.01779553,0.001827074,0.080534668,0.006485833,0.135452507,0.069637471,0.004849377,-4.35E-05,0.16214916,0.026292352,4.16E-06,0.124060676,0.015391052,2.851410431,1.712455519,2.932503906
222,222,Happy,3,happy (222).mp3,135.9991776,175330,1338.396947,0.34280232,0.30865127,0.09526561,0.49003255,0.2654688,0.070473686,0.254713,0.13584778,0.018454619,17.437685,128.57372,16531.201,2.1015537,35.065758,1229.6074,0.012493976,2.6422496,6.981483,0.24970071,0.12851188,0.016515302,2447.791894,761.8018338,580342.034,2571.231456,454.37547,206457.0678,22.06755251,10.68638133,114.198746,5317.076182,1693.288321,2867225.34,2.932198702,3.776173437,14.25948583,0.006328355,0.089522262,0.008014235,0.095106757,0.062858467,0.003951187,-8.93E-07,0.22549228,0.050846767,1.16E-05,0.10988884,0.012075556,4.967909297,1.339963912,1.795503286
223,223,Happy,3,happy (223).mp3,117.4538352,148331,1278.715517,0.30598545,0.29832038,0.088995054,0.370593,0.27842417,0.07752002,0.23105271,0.17305484,0.029947978,8.927119,57.292347,3282.4128,0.24854396,33.66316,1133.2083,0.008819209,2.2563317,5.091033,0.18403439,0.07903773,0.006246963,2251.000291,631.548126,398853.0354,2546.296769,359.9037628,129530.7185,23.4510741,10.68594454,114.1894106,5042.482009,1437.662928,2066874.693,2.178857221,2.622061641,6.875207248,-0.041766056,0.158005898,0.024965864,0.090585431,0.047242082,0.002231814,-6.91E-06,0.15433145,0.023818195,0.000136801,0.084865436,0.007202142,2.674938776,1.66285681,2.765092772
224,224,Happy,3,happy (224).mp3,129.1992188,162026,1285.920635,0.42085907,0.3066124,0.09401117,0.59553987,0.25681347,0.06595316,0.26829413,0.10654385,0.011351592,17.26373,187.30182,35081.97,1.0531435,41.9963,1763.6893,0.008599053,4.159682,17.302952,0.22871749,0.15018949,0.02255688,2493.893877,967.605113,936259.6546,2813.124564,552.978487,305785.207,22.79806236,10.6897302,114.2703318,5821.243966,2190.52972,4798420.453,2.187780624,2.968630469,8.812766862,0.017816573,0.079086733,0.006254711,0.09036869,0.066148975,0.004375687,-3.80E-08,0.1960377,0.038430776,6.24E-05,0.11960219,0.014304683,3.284462585,1.918092994,3.679080733
225,225,Happy,3,happy (225).mp3,172.265625,214093,1281.994012,0.3779826,0.29720822,0.08833272,0.39943326,0.25595826,0.065514624,0.2473053,0.14890741,0.022173418,8.430448,59.61043,3553.4036,2.0868397,34.869736,1215.8986,0.014357806,2.3870623,5.6980667,0.18093316,0.07208192,0.005195804,2283.784645,745.8828189,556341.1795,2429.229655,570.0755479,324986.1303,21.88975927,10.98225224,120.6098642,4896.849556,1815.990752,3297822.411,2.107110195,2.421464955,5.86349253,0.044503323,0.098389212,0.009680437,0.091451828,0.046388318,0.002151876,-0.00013878,0.15936227,0.025396332,-4.13E-05,0.07311491,0.00534579,4.293369615,2.384553682,5.68609626
226,226,Happy,3,happy (226).mp3,123.046875,156334,1324.864407,0.3686102,0.30431238,0.09260603,0.5119219,0.27832305,0.07746372,0.25641522,0.13260686,0.01758458,13.809575,108.25891,11719.992,0.85847974,40.680473,1654.9008,0.004254549,2.5230598,6.3658304,0.22729427,0.10345951,0.010703869,2563.481161,1118.728526,1251553.514,2662.126193,839.5395041,704826.579,23.57533751,11.29401703,127.5548206,5861.056226,2629.357634,6913521.568,2.623580924,3.268620027,10.68387688,-0.011164259,0.10798126,0.011659953,0.097076133,0.061550133,0.003788419,1.57E-06,0.1664144,0.027693748,-2.52E-05,0.13283166,0.017644249,3.590965986,1.232874092,1.519978526
